period,year,month,headline,pub_date,happiness_score,matched_words,total_words,coverage_ratio
During,2009,5,Chrysler Getting $300 Million Less From Treasury,2009-05-07T20:52:36+0000,5.56,6,6,1.0
During,2009,5,The Preakness Odds From Across the Pond,2009-05-16T20:29:36+0000,5.02,5,7,0.7
During,2009,5,Obama’s Student Appeal,2009-05-27T03:29:42+0000,5.79,4,4,1.0
During,2009,5,Blaxploitation Returns,2009-05-07T23:55:15+0000,5.24,1,2,0.5
During,2009,5,Jazzfest: Rising to New Orleans' Standards,2009-05-04T15:38:39+0000,5.81,5,6,0.8
During,2009,5,"Technology Shares Pull Down Market, and a Treasury Auction Disappoints",2009-05-07T17:27:03+0000,5.56,9,10,0.9
During,2009,5,The Ike Baby Spike,2009-05-13T22:33:18+0000,6.13,2,4,0.5
During,2009,5,Reader’s Digest and Print Win Magazine Awards,2009-05-01T02:00:09+0000,6.09,8,8,1.0
During,2009,5,Chrysler and Fiat Hope for Happy Relationship,2009-05-05T11:37:03+0000,6.41,6,7,0.9
During,2009,5,A Slide Revisited,2009-05-31T12:00:01+0000,5.5,2,3,0.7
During,2009,5,Yahoo Is Feeling Social,2009-05-21T14:50:22+0000,5.81,4,4,1.0
During,2009,5,South Africa Countdown,2009-05-30T14:00:22+0000,5.5,3,3,1.0
During,2009,5,‘Billy Elliot’ Waltzes Off With More Awards,2009-05-11T15:45:18+0000,5.63,5,7,0.7
During,2009,5,Another View: What V.C. Can Teach Corporate America,2009-05-11T17:18:57+0000,5.41,9,9,1.0
During,2009,5,Rivalries and Goals on the Rise in Stanley Cup Playoffs,2009-05-13T01:38:48+0000,5.68,9,10,0.9
During,2009,5,"Edwin Shneidman, Authority on Suicide, Dies at 91",2009-05-21T04:49:52+0000,3.91,6,7,0.9
During,2009,5,Hidden Thing,2009-05-24T22:00:50+0000,5.03,2,2,1.0
During,2009,5,What Should We Ask of Israel Now?,2009-05-14T03:43:10+0000,5.32,7,7,1.0
During,2009,5,Trump Hotel’s Margaritaville Deal Not Imminent,2009-05-28T11:36:58+0000,5.34,5,7,0.7
During,2009,5,Robberies Plaguing Maplewood,2009-05-18T22:52:39+0000,,0,3,0.0
During,2009,5,Are Layoffs Unethical?,2009-05-26T11:04:44+0000,5.16,1,3,0.3
During,2009,5,Foes of Gay Marriage Release Advertisement,2009-05-28T13:03:02+0000,5.12,5,6,0.8
During,2009,5,Now Booking | Creators Inn,2009-05-18T16:07:04+0000,5.96,2,4,0.5
During,2009,5,Most Expensive Blog Post,2009-05-05T13:43:47+0000,5.31,4,4,1.0
During,2009,5,Classic Comics,2009-05-07T15:44:53+0000,6.73,2,2,1.0
During,2009,5,Brokerage Head Said to Be Out at Morgan Stanley,2009-05-21T18:44:16+0000,5.14,9,9,1.0
During,2009,5,Goldman and Morgan Move to Repay TARP Money,2009-05-19T00:13:29+0000,5.7,6,8,0.8
During,2009,5,Partisan Preview: Detroit vs. Anaheim,2009-05-01T21:13:36+0000,4.92,3,5,0.6
During,2009,5,Homemade Granola Bars,2009-05-04T16:10:12+0000,6.51,2,3,0.7
During,2009,5,Cooking Up Millions of Viruses for a New Vaccine,2009-05-06T01:35:57+0000,6.1,7,9,0.8
During,2009,5,Celebrities Nab Degrees,2009-05-10T23:25:21+0000,5.68,1,3,0.3
During,2009,5,Choosing a Supreme Court justice,2009-05-01T12:14:18+0000,5.6,4,5,0.8
During,2009,5,‘Two Hands Transplanted’,2009-05-08T17:20:41+0000,5.7,2,3,0.7
During,2009,5,Preservationists Lament Loss of Old H.Q.,2009-05-20T21:39:23+0000,4.18,5,7,0.7
During,2009,5,Kennedy Denies Children Asked Her Not to Pursue Senate Seat,2009-05-18T17:17:52+0000,5.44,9,10,0.9
During,2009,5,"Showcase: Fictional Photos, Real People",2009-05-23T10:00:01+0000,6.63,3,5,0.6
During,2009,5,"Out and About: Pepolino, Smith’s",2009-05-12T17:37:53+0000,5.03,5,6,0.8
During,2009,5,Less Weight Gain for Pregnant Women,2009-05-28T16:50:21+0000,5.6,6,6,1.0
During,2009,5,The Early Word: Setup to Detention Matters,2009-05-20T13:28:17+0000,5.21,6,7,0.9
During,2009,5,The Lighter Side of A.J. Burnett,2009-05-18T21:45:29+0000,5.06,5,7,0.7
During,2009,5,Patriotic Appeal to Tony Voters,2009-05-26T20:28:20+0000,5.42,4,5,0.8
During,2009,5,Film About Martin Luther King Is Planned,2009-05-19T15:06:59+0000,5.62,7,7,1.0
During,2009,5,"Answers About Poetry in Brooklyn, Part 3",2009-05-01T18:54:33+0000,5.68,6,6,1.0
During,2009,5,Looking Forth to the Fourth,2009-05-30T23:59:09+0000,5.33,5,5,1.0
During,2009,5,Campaign Trail Leads to the Web,2009-05-07T00:57:08+0000,5.56,6,6,1.0
During,2009,5,Victorino and Slowing Down the Game,2009-05-02T00:28:47+0000,5.2,4,6,0.7
During,2009,5,Spare Times: For Children,2009-05-01T02:08:55+0000,5.92,4,4,1.0
During,2009,5,California Pulled Into New York Pension Inquiry,2009-05-12T20:52:04+0000,5.6,7,7,1.0
During,2009,5,"'Sit Down, Shut Up' Is Shut Down",2009-05-12T14:19:54+0000,4.45,7,7,1.0
During,2009,5,F.D.I.C. to Issue Guidelines for Equity Firms on Bank Deals,2009-05-22T11:41:48+0000,5.3,13,13,1.0
During,2009,5,‘Sweating Like John Edwards’,2009-05-07T14:34:25+0000,5.76,3,4,0.8
During,2009,5,Market Rally Fades in Asia; European Shares Gain,2009-05-22T11:52:00+0000,5.82,8,8,1.0
During,2009,5,Finding a Runners Group Online,2009-05-29T14:15:43+0000,5.92,4,5,0.8
During,2009,5,Same-Sex Marriage Now in Senate’s Hands,2009-05-13T13:02:54+0000,5.83,8,8,1.0
During,2009,5,"The Right to Counsel, Weakened",2009-05-30T03:53:11+0000,5.44,4,5,0.8
During,2009,5,"The Other Malawi, an Africa in Microcosm",2009-05-07T18:12:43+0000,5.12,5,7,0.7
During,2009,5,Flight 1549's Rescuers Are Honored at the Intrepid,2009-05-13T20:19:22+0000,5.55,6,8,0.8
During,2009,5,Obama Will Propose $17 Billion in Budget Cuts,2009-05-07T02:12:20+0000,5.62,6,7,0.9
During,2009,5,Design Stores in Brooklyn,2009-05-06T23:57:09+0000,5.84,4,4,1.0
During,2009,5,Contraceptive Sponge Makes a Return to Pharmacy Shelves,2009-05-23T00:29:55+0000,5.25,4,8,0.5
During,2009,5,Air France and Delta Seal Trans-Atlantic Venture,2009-05-21T11:54:29+0000,5.79,8,8,1.0
During,2009,5,Meet the Chrysler Holdouts,2009-05-06T18:38:35+0000,5.55,3,4,0.8
During,2009,5,Nuance Is Fine Until It’s a Flip-Flop,2009-05-23T15:48:07+0000,5.31,7,9,0.8
During,2009,5,Putin Says NATO Exercises in Georgia Hinder U.S.-Russia Relations,2009-05-11T00:54:58+0000,5.56,9,11,0.8
During,2009,5,"In Turnabout, Iran Releases U.S. Journalist",2009-05-11T12:07:10+0000,5.31,6,7,0.9
During,2009,5,S.E.C. Plans Surprise Exams of Investment Advisers,2009-05-14T18:19:56+0000,5.34,9,9,1.0
During,2009,5,"Bradley Wants Nets to Play in Newark, Not Brooklyn",2009-05-18T21:32:54+0000,5.37,9,9,1.0
During,2009,5,Burmese Nobel Laureate to Face Military Trial,2009-05-14T03:31:08+0000,4.96,4,7,0.6
During,2009,5,Listen ... the Sounds of the Masters,2009-05-24T01:37:45+0000,5.49,6,6,1.0
During,2009,5,Proxy Advisers Split in Ackman-Target Fight,2009-05-19T21:59:30+0000,4.66,5,7,0.7
During,2009,5,James Spader Rips Into Mamet’s ‘Race’,2009-05-12T19:10:31+0000,5.28,4,7,0.6
During,2009,5,"Drama Critics' Circle Likes 'Billy Elliot,' Too",2009-05-06T15:30:42+0000,5.35,6,7,0.9
During,2009,5,Egypt: Gates Seeks to Assure Allies,2009-05-05T02:04:57+0000,5.74,5,6,0.8
During,2009,5,Correction: Customer Service? Ask a Volunteer,2009-05-03T03:05:42+0000,5.48,6,6,1.0
During,2009,5,Link to Economic Crisis Is Vital to Obama Agenda,2009-05-04T02:27:53+0000,5.04,9,9,1.0
During,2009,5,Wave Power Hits Some Rocks,2009-05-20T12:35:42+0000,5.8,5,5,1.0
During,2009,5,"The Talk, and the Talk, and the Talk, of Austin",2009-05-30T02:23:40+0000,5.4,10,10,1.0
During,2009,5,What the Times said,2009-05-04T13:01:42+0000,5.19,4,4,1.0
During,2009,5,Justices to Hear Conrad Black Appeal,2009-05-19T00:11:26+0000,5.33,4,6,0.7
During,2009,5,Art Appreciated as Inflation Hedge,2009-05-12T10:59:45+0000,5.39,4,5,0.8
During,2009,5,A.I.G.’s Offering May Be Tough Sell,2009-05-20T00:41:34+0000,5.34,9,9,1.0
During,2009,5,"Answers About Rockaway, Queens, Part 3",2009-05-22T17:19:09+0000,5.75,4,5,0.8
During,2009,5,Hoffman on a Roll,2009-05-23T05:24:45+0000,5.45,4,4,1.0
During,2009,5,A Slight Upgrade in 1st-Quarter G.D.P.,2009-05-29T13:06:47+0000,5.24,9,9,1.0
During,2009,5,Industrial Production Rises Slightly in China,2009-05-14T00:06:39+0000,5.5,6,6,1.0
During,2009,5,Ackman Is Bullish on General Growth Stake,2009-05-29T11:45:20+0000,5.54,5,7,0.7
During,2009,5,ABC Re-Enters the Prime-Time Animation Business,2009-05-27T22:13:19+0000,5.62,7,8,0.9
During,2009,5,Fortress Confirms Deal for Zwirn Assets,2009-05-06T13:45:55+0000,6.07,3,6,0.5
During,2009,5,"Red-Carpet Opportunists: Who Wore It Worst?
",2009-05-08T20:48:51+0000,4.74,6,7,0.9
During,2009,5,Capitals Hope to Emulate Their Minor League Team,2009-05-13T20:44:31+0000,5.71,6,8,0.8
During,2009,5,The Morning Feed,2009-05-13T13:03:35+0000,5.99,3,3,1.0
During,2009,5,"After Three Kids, Adopting the Fourth",2009-05-29T15:59:26+0000,5.63,5,6,0.8
During,2009,5,Springtime for Hitler? ‘The Producers’ Lands in Germany,2009-05-22T10:00:54+0000,5.54,6,8,0.8
During,2009,5,Driving the Bond Markets to Ruin,2009-05-30T03:03:41+0000,5.1,6,6,1.0
During,2009,5,Gay Marriage Advances in Maine,2009-05-05T19:49:36+0000,5.74,5,5,1.0
During,2009,5,Putting Off the Final Buzzer for More ‘OT’,2009-05-01T15:14:02+0000,5.1,7,8,0.9
During,2009,5,Green Investment Funds Look to Asia,2009-05-12T11:08:37+0000,5.91,6,6,1.0
During,2009,5,"Balanchine Sandwich, Electronica Filling",2009-05-06T21:45:15+0000,6.32,2,4,0.5
During,2009,5,Ferrari History on the Block,2009-05-08T14:05:04+0000,5.1,4,5,0.8
During,2009,5,Visuals: Cover to Cover,2009-05-28T20:23:24+0000,5.21,3,4,0.8
During,2009,5,"With a Late Rally, Syracuse Defends Its Title",2009-05-26T00:18:38+0000,5.09,7,8,0.9
During,2009,5,Giants’ Rhett Bomar Is Working His Way Back From a Mistake,2009-05-12T01:16:07+0000,5.03,9,11,0.8
During,2009,5,"Sriracha, State by State",2009-05-20T00:24:13+0000,5.18,3,4,0.8
During,2009,5,The Go-Softly Approach to Being Jilted,2009-05-05T20:00:41+0000,5.61,6,7,0.9
During,2009,5,Study Finds Reduction in Turbine Bat Kills,2009-05-18T12:14:04+0000,4.78,6,7,0.9
During,2009,5,‘Ideal Street’ Seeks Eternal Life,2009-05-02T01:05:25+0000,6.52,5,5,1.0
During,2009,5,"Resilience of the Human Spirit, in Song",2009-05-04T20:45:13+0000,5.98,6,7,0.9
During,2009,5,Correction,2009-05-08T15:12:00+0000,4.44,1,1,1.0
During,2009,5,Use Your Imagination to Hide Ugly Gadgets,2009-05-05T22:57:33+0000,5.05,6,7,0.9
During,2009,5,Israeli Companies Seek Global Profile,2009-05-21T11:23:52+0000,5.42,5,5,1.0
During,2009,5,Upfronts: A Schedule Built With Jay in Mind,2009-05-19T15:19:58+0000,5.6,7,8,0.9
During,2009,5,Bill McKibben’s Movement,2009-05-23T21:09:59+0000,4.87,3,4,0.8
During,2009,5,"Want to Send a Document to Your Kindle? 15 Cents, Please",2009-05-20T22:55:42+0000,5.54,10,10,1.0
During,2009,5,Sermons That Blend the Somber and the Deadpan,2009-05-21T21:41:50+0000,5.17,5,8,0.6
During,2009,5,De-Friend Me? I Don't Think So,2009-05-22T01:59:06+0000,5.76,8,8,1.0
During,2009,5,Informer’s Role in Bombing Plot,2009-05-23T02:24:27+0000,4.74,5,6,0.8
During,2009,5,Give These Guys a Trophy,2009-05-04T14:49:38+0000,5.78,4,5,0.8
During,2009,5,For Conspiracy Theorists,2009-05-06T18:30:40+0000,4.25,2,3,0.7
During,2009,5,6+5 Rule Is ‘No Problem’ for President of Spain’s La Liga,2009-05-19T23:26:36+0000,4.84,10,11,0.9
During,2009,5,Terra Firma Said to Put More Capital in EMI,2009-05-29T11:36:04+0000,5.51,6,9,0.7
During,2009,5,"Amy Winehouse, On and Off",2009-05-10T23:03:10+0000,5.08,4,5,0.8
During,2009,5,Support Grows for Alcohol Interlocks on Cars,2009-05-19T21:16:56+0000,5.86,6,7,0.9
During,2009,5,Econopocalypse Scares,2009-05-04T17:32:58+0000,,0,2,0.0
During,2009,5,Nasdaq Sees Financial Offerings Ahead,2009-05-13T10:11:57+0000,5.51,4,5,0.8
During,2009,5,Ad Start-Up Peer39 Takes $10.5 Million,2009-05-29T11:46:50+0000,5.92,5,6,0.8
During,2009,5,Palin Signs Deal to Write a Memoir,2009-05-13T01:27:32+0000,5.43,7,7,1.0
During,2009,5,A Battle With a New Jersey Newspaper Backfires,2009-05-04T00:12:17+0000,5.36,7,8,0.9
During,2009,5,"The Jobless Rate, Slow to Improve, Tests Obama",2009-05-11T01:37:04+0000,5.11,7,8,0.9
During,2009,5,Sony Ericsson May Seek $135 Million,2009-05-19T11:14:40+0000,6.18,4,5,0.8
During,2009,5,Managing a Flu Threat With Seasoned Urgency,2009-05-09T16:02:29+0000,4.27,5,7,0.7
During,2009,5,Garden State: The Trouble with Annuals,2009-05-26T16:03:28+0000,5.2,5,6,0.8
During,2009,5,Connecticut: Small Increases,2009-05-22T22:44:28+0000,5.51,3,3,1.0
During,2009,5,"Sotomayor Would Be Sixth Catholic Justice, but the Pigeonholing Ends There",2009-05-31T00:47:51+0000,5.15,9,11,0.8
During,2009,5,The Right Fried Chicken With the Right Gravy,2009-05-05T18:41:50+0000,5.9,8,8,1.0
During,2009,5,Mumbai Police Destroy Another 'Slumdog' Star's Home,2009-05-20T15:00:45+0000,5.15,8,8,1.0
During,2009,5,Rangers' Pitching Finally Backs Hitting,2009-05-23T05:06:11+0000,5.12,5,5,1.0
During,2009,5,Crawford and Ellsbury Leave Treadmarks,2009-05-04T01:08:40+0000,4.87,2,5,0.4
During,2009,5,Cadets Trade the Trenches for Firewalls,2009-05-11T00:57:34+0000,5.46,3,6,0.5
During,2009,5,"Mrs. John L. Strong, Closed Stationer, Sends Regrets",2009-05-21T23:01:04+0000,5.14,7,8,0.9
During,2009,5,Hints of a Tech Gold Mine in the Stimulus Package,2009-05-26T22:36:28+0000,5.85,9,10,0.9
During,2009,5,"Ruling Ends America’s Cup Suit, and Sets Race for February",2009-05-15T00:08:21+0000,5.23,11,11,1.0
During,2009,5,'Things Can Get Out of Control',2009-05-14T16:17:19+0000,5.37,6,6,1.0
During,2009,5,‘Slumdog’ Actor’s Home Demolished,2009-05-14T14:37:10+0000,5.58,4,5,0.8
During,2009,5,The Ins and Outs of the Chrysler Sale,2009-05-04T14:27:16+0000,5.33,6,8,0.8
During,2009,5,Bloggingheads: Interrogation Secrets,2009-05-14T19:12:57+0000,5.28,1,3,0.3
During,2009,5,Media Agency Seeks the 'Power' of TV Viewing,2009-05-14T16:00:28+0000,5.7,8,8,1.0
During,2009,5,The Many Hitting Faces of Albert Pujols,2009-05-31T16:55:20+0000,5.12,6,7,0.9
During,2009,5,Banks Gain Ahead of Stress-Test Results,2009-05-07T11:39:57+0000,5.17,7,7,1.0
During,2009,5,Trade and Hard Times,2009-05-26T03:47:17+0000,5.27,4,4,1.0
During,2009,5,Dana Carvey Speaks!,2009-05-11T15:00:14+0000,5.54,2,3,0.7
During,2009,5,Adviser Sees Profitable Chrysler by 2012,2009-05-04T19:48:16+0000,5.38,4,5,0.8
During,2009,5,Mine That Bird Headed to Preakness,2009-05-04T17:26:27+0000,5.73,5,6,0.8
During,2009,5,Bloggingheads: Settler Solution,2009-05-18T02:45:36+0000,6.84,1,3,0.3
During,2009,5,Lottery Numbers,2009-05-07T03:17:21+0000,6.21,2,2,1.0
During,2009,5,Pelosi Allies Show Support in Interrogation Dispute,2009-05-19T15:56:07+0000,5.64,5,7,0.7
During,2009,5,Afghan Electric Power: Lessons From Iraq,2009-05-18T15:21:32+0000,5.48,5,6,0.8
During,2009,5,Lottery Numbers,2009-05-05T01:25:56+0000,6.21,2,2,1.0
During,2009,5,Making a Living Handling Death,2009-05-28T21:42:54+0000,5.0,5,5,1.0
During,2009,5,Will OpenTable Thaw the I.P.O. Market?,2009-05-07T18:30:01+0000,5.54,6,8,0.8
During,2009,5,"Made in India, but Published in New Haven",2009-05-31T23:31:14+0000,5.91,8,8,1.0
During,2009,5,U.N. Seeks End to Razing of Homes in East Jerusalem,2009-05-01T04:52:27+0000,5.34,10,11,0.9
During,2009,5,Miami Investors Take Stake in Palm Beach Bank,2009-05-14T11:08:50+0000,5.84,8,8,1.0
During,2009,5,Corrections,2009-05-05T02:58:51+0000,,0,1,0.0
During,2009,5,Michelangelo Sculpture in Naples Is Disputed,2009-05-25T23:24:48+0000,5.78,3,6,0.5
During,2009,5,Cryptic,2009-05-02T16:00:50+0000,,0,1,0.0
During,2009,5,The Woman in Red,2009-05-16T01:49:22+0000,5.72,4,4,1.0
During,2009,5,Mine That Oxygen: A Vet's Take on the Derby,2009-05-06T22:37:54+0000,5.5,9,10,0.9
During,2009,5,L-Shapes and Scrapped Cars,2009-05-20T20:37:30+0000,5.59,3,5,0.6
During,2009,5,"Grilling Over Wood as a Sweaty, Smoky Sport",2009-05-20T00:41:22+0000,5.6,5,8,0.6
During,2009,5,"Without Racing or Earnhardt, a Shop Remains",2009-05-16T01:16:54+0000,5.17,6,7,0.9
During,2009,5,Think of It as New to You,2009-05-29T20:05:17+0000,5.63,7,7,1.0
During,2009,5,Shares Rise Slightly on Factory Reports,2009-05-04T11:12:56+0000,5.58,6,6,1.0
During,2009,5,"Upfronts: Leno at 10 ‘Is a Marathon, Not a Sprint’",2009-05-20T05:42:06+0000,5.0,6,9,0.7
During,2009,5,"Eleanor Perenyi, Writer and Gardener, Dies at 91",2009-05-07T02:44:41+0000,4.66,5,7,0.7
During,2009,5,The Memorial Day Cook | Smoking Indoors (Without Getting Caught),2009-05-21T20:41:22+0000,4.83,8,9,0.9
During,2009,5,U.S. Weighs How to Let Banks Give Money Back,2009-05-20T11:56:05+0000,5.62,9,10,0.9
During,2009,5,Europe and Russia Fail to Agree on Gas Deal,2009-05-22T15:09:24+0000,5.27,9,9,1.0
During,2009,5,Around the world in 18 days,2009-05-27T14:38:28+0000,5.68,5,5,1.0
During,2009,5,Catching Flu From Money,2009-05-01T14:13:00+0000,5.12,4,4,1.0
During,2009,5,Ion Media Gets Bankruptcy Court Financing Approval,2009-05-22T11:02:09+0000,5.03,7,7,1.0
During,2009,5,"Filly Is a Champ, and May Not Be Finished",2009-05-17T00:41:52+0000,5.5,8,9,0.9
During,2009,5,The Early Word: Supreme Court Watch,2009-05-26T12:00:57+0000,5.39,6,6,1.0
During,2009,5,People and Accounts of Note,2009-05-26T15:23:04+0000,5.34,5,5,1.0
During,2009,5,Corrections,2009-05-24T02:34:37+0000,,0,1,0.0
During,2009,5,Fox Drops Spike Feresten Show,2009-05-05T21:23:53+0000,5.55,3,5,0.6
During,2009,5,Who Will Be Today's Ronaldo?,2009-05-06T17:06:57+0000,5.6,5,6,0.8
During,2009,5,British Talent Agency in Talks With Private Equity Firm,2009-05-26T11:25:24+0000,5.8,9,9,1.0
During,2009,5,A Bottle Bill That Will Rot Your Teeth,2009-05-28T00:43:18+0000,4.96,8,8,1.0
During,2009,5,Local Locals: Lamana Donadelle,2009-05-28T17:41:42+0000,5.46,1,4,0.2
During,2009,5,Woodstock Alumni Headed Back to the Garden,2009-05-04T16:40:18+0000,5.7,6,7,0.9
During,2009,5,A Surprise Is in Store for This Shock Jock,2009-05-28T22:40:59+0000,5.39,8,9,0.9
During,2009,5,A Cow’s Great Escape (to Freedom?),2009-05-06T18:34:44+0000,6.07,7,7,1.0
During,2009,5,Dana Carvey: Second City’s Mission,2009-05-27T21:17:09+0000,5.45,5,6,0.8
During,2009,5,Status and Greed,2009-05-22T16:11:20+0000,4.63,3,3,1.0
During,2009,5,The Book on Burress's Reluctance to Accept a Plea Bargain,2009-05-29T13:00:23+0000,5.44,8,11,0.7
During,2009,5,Quicksilver Sells Part of Barnett Shales Holdings,2009-05-19T11:38:33+0000,5.27,4,7,0.6
During,2009,5,"Feds Circle a Former Show Business Attorney, Eager to Keep Him Close",2009-05-19T14:34:26+0000,5.34,12,12,1.0
During,2009,5,Salonen Withdraws From New York Philharmonic Concerts,2009-05-11T17:50:45+0000,6.1,5,7,0.7
During,2009,5,"Weekend Opinionator: Abortion, Debated",2009-05-16T02:01:18+0000,5.3,2,4,0.5
During,2009,5,Creating a ‘Car-Free’ Community,2009-05-12T16:42:15+0000,6.58,5,5,1.0
During,2009,5,Anyone Want to Buy a Home From 'Ferris Bueller'? Anyone? Anyone?,2009-05-27T16:47:02+0000,5.51,9,11,0.8
During,2009,5,The Freezer on TV,2009-05-18T16:07:57+0000,5.75,3,4,0.8
During,2009,5,When Home Turns Office for Two,2009-05-01T18:58:42+0000,5.51,6,6,1.0
During,2009,5,Fed Balance Sheet Expansion: Some Takeaways,2009-05-07T23:08:03+0000,5.76,5,6,0.8
During,2009,5,Rent Board Proposes Increases Despite the Complaints of Tenants,2009-05-06T03:27:03+0000,4.74,8,9,0.9
During,2009,5,G.M. Doesn’t See U.A.W. Deal Before Deadline,2009-05-20T01:24:09+0000,5.12,11,11,1.0
During,2009,5,First Impressions of the New Kindle DX,2009-05-06T15:43:43+0000,5.94,5,7,0.7
During,2009,5,"Met Gala: Stephanie Seymour Will Stay Home, Too",2009-05-04T20:40:36+0000,5.79,7,8,0.9
During,2009,5,"In Team Game, Ovechkin Puts the Pressure on Himself",2009-05-11T17:18:08+0000,5.42,8,9,0.9
During,2009,5,Theater Listings: May 8-14,2009-05-07T19:14:52+0000,5.81,3,3,1.0
During,2009,5,Markets in Asia Are Flat,2009-05-08T11:14:29+0000,5.6,5,5,1.0
During,2009,5,Samsung Camcorders Stay Out of Your Face,2009-05-01T22:28:32+0000,5.51,6,7,0.9
During,2009,5,"Woods Makes Up Ground, but Trails Cejka by 7",2009-05-08T19:56:14+0000,5.39,6,8,0.8
During,2009,5,Pouf! | Lacroix Files for Bankruptcy,2009-05-28T19:19:46+0000,4.22,3,5,0.6
During,2009,5,Five Scene-Stealers to Watch,2009-05-01T21:18:38+0000,5.46,4,5,0.8
During,2009,5,Planetary Peril,2009-05-01T00:07:37+0000,,0,2,0.0
During,2009,5,Living With Music: A Playlist by Ben Greenman,2009-05-13T11:00:00+0000,5.99,7,8,0.9
During,2009,5,Compiling Your BriTunes Playlist,2009-05-12T15:00:06+0000,5.89,2,4,0.5
During,2009,5,"At a Clinic, Artists Reflecting on Home",2009-05-10T21:04:04+0000,5.68,7,7,1.0
During,2009,5,Corrections,2009-05-13T02:54:21+0000,,0,1,0.0
During,2009,5,Mike Smith Off Mine That Bird,2009-05-18T20:38:07+0000,5.38,6,6,1.0
During,2009,5,Overnight Rating Highest Since 1992,2009-05-04T19:45:19+0000,5.79,4,4,1.0
During,2009,5,9 Killed in Coordinated Attacks in Afghanistan,2009-05-12T13:05:55+0000,3.72,5,6,0.8
During,2009,5,CW Adds Shows to Text About,2009-05-20T23:59:18+0000,5.42,5,6,0.8
During,2009,5,Next for M.L.S.: Look for Union Label,2009-05-08T13:10:24+0000,5.37,9,9,1.0
During,2009,5,Magna Said to Reach Deal for G.M.’s European Unit,2009-05-29T15:34:04+0000,5.41,10,11,0.9
During,2009,5,When the Judge Hit the Jackpot,2009-05-28T23:47:59+0000,4.88,5,6,0.8
During,2009,5,Upfronts: NBC Is Said to Renew 'Law & Order',2009-05-19T12:05:38+0000,5.2,6,8,0.8
During,2009,5,Proposed Exxon Changes Rejected,2009-05-27T19:47:52+0000,4.46,3,4,0.8
During,2009,5,Bloggingheads: Cheney's Calculus,2009-05-19T02:31:19+0000,5.04,1,4,0.2
During,2009,5,A Wholesome Image That’s No Mirage,2009-05-28T21:07:59+0000,4.93,5,7,0.7
During,2009,5,Celebrating 40 Years of Urban Fellows,2009-05-12T21:40:15+0000,6.02,4,5,0.8
During,2009,5,California Couples Await Gay Marriage Ruling,2009-05-25T20:10:02+0000,5.68,5,6,0.8
During,2009,5,Keeping the Cold In,2009-05-18T21:25:56+0000,5.2,4,4,1.0
During,2009,5,"Autonomy Is Solution for Tibet, Dalai Lama Says",2009-05-29T02:46:45+0000,5.68,5,8,0.6
During,2009,5,"More 8, Please",2009-05-26T12:56:11+0000,6.3,2,2,1.0
During,2009,5,Saving by Sharing a Room,2009-05-06T22:30:00+0000,5.95,5,5,1.0
During,2009,5,Partisan Preview: Boston vs. Carolina,2009-05-01T19:11:30+0000,5.39,4,5,0.8
During,2009,5,Angry Ads Seek to Channel Consumer Outrage,2009-05-14T22:52:13+0000,4.76,6,7,0.9
During,2009,5,Starship Franchise Zooms to Top of Box Office,2009-05-10T20:33:35+0000,5.47,5,8,0.6
During,2009,5,"Banks Raised Billions, Geithner Says",2009-05-20T15:12:13+0000,5.92,3,5,0.6
During,2009,5,"In São Paulo, Brazilian Cuisine Is Back on the Table",2009-05-12T23:12:15+0000,5.31,9,11,0.8
During,2009,5,Climate Change Solutions,2009-05-04T23:53:48+0000,6.0,3,3,1.0
During,2009,5,Typing-Expansion Software,2009-05-21T16:43:11+0000,5.98,3,3,1.0
During,2009,5,The Junior Report: Kelowna Within One Win of Western Sweep,2009-05-05T15:49:44+0000,5.57,9,10,0.9
During,2009,5,The Smoot-Hawley Act Is More Than a Laugh Line,2009-05-09T18:14:59+0000,5.7,8,10,0.8
During,2009,5,Could Credit Cards Replace MetroCards?,2009-05-22T21:31:20+0000,5.61,4,5,0.8
During,2009,5,Affordable Collectible Cars,2009-05-24T22:05:02+0000,6.26,1,3,0.3
During,2009,5,"After Flyover of Air Force One Backup, Military Office Director Resigns",2009-05-08T20:08:42+0000,5.3,9,11,0.8
During,2009,5,Demolition of Most of Admirals’ Row Is Approved,2009-05-28T13:30:27+0000,5.57,6,8,0.8
During,2009,5,Chastise Cheney,2009-05-16T04:47:35+0000,,0,2,0.0
During,2009,5,Seeking to Assure That Clothing Donations Go to the Needy,2009-05-01T16:51:15+0000,5.52,8,10,0.8
During,2009,5,The Day: Much To-Do,2009-05-22T12:35:14+0000,5.54,5,5,1.0
During,2009,5,The Morning Feed,2009-05-04T13:01:11+0000,5.99,3,3,1.0
During,2009,5,Banks Sue MBIA Over Restructuring Plan,2009-05-13T22:15:41+0000,5.22,5,6,0.8
During,2009,5,Shuttle Lifts Off for Trip to Telescope,2009-05-11T18:09:43+0000,5.4,5,7,0.7
During,2009,5,"Elect a Dissident, and You May Win a Prize",2009-05-26T11:45:52+0000,6.17,7,9,0.8
During,2009,5,"At the French Open, a Battle and a Comeback",2009-05-25T15:20:44+0000,5.08,8,9,0.9
During,2009,5,Actually existing Minsky,2009-05-19T11:13:46+0000,5.24,2,3,0.7
During,2009,5,News: Spain Court Backs Expats; Developers Respond to Prince Charles’ Criticism,2009-05-04T15:26:57+0000,5.19,10,11,0.9
